hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_tweets_in_C   count_H_entire_dataset    count_tweets_entire_dataset
"ScottyFromPhotoOps,ScottyTheAnnouncer,ScottyFromMarketing,auspol,ScottyDoesNothing,LismoreFloods"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"ScottyThePathologicalLiar,ScottyFromPhotoOps,auspol,scottythefailure,FFFFFFhead,COVID19nsw,abc730"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"thedrum,auspol,ScottyTheBully"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
OnThisDay	1017178987976712192	.5686390148	.0001437607	.0002528154	4	27824	11	43510
Covid	1018479795984830465	1.3448318081	.0015454284	.0011491611	43	27824	50	43510
LongCovid	1018479795984830465	1.2804066805	.0216000575	.0168696851	601	27824	734	43510
"COVID19,LongCovidKids,LongCovid"	1019944707311403008	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"India,CSR"	1019944707311403008	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
JohnsonOut14	1019944707311403008	.3909388161	.0000359401	.0000919328	1	27824	4	43510
"johnsonout,JohnsonOut14"	1019944707311403008	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
StandwithUkraine	1019944707311403008	.7818787201	.0000718803	.0000919328	2	27824	4	43510
BeyondPolitics	1019974187975430144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Climate,EcologicalEmergency"	1019974187975430144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"CNOOC,StopEACOP"	1019974187975430144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"PolicingBill,SpacesHost,KillTheBill"	1019974187975430144	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
HillaryWasRightAboutEverything	1020662868524511233	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"SemperFi,GetVaccinatedNow"	1020662868524511233	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
VeteransForTheConsMMMMMMutionalOath	1020662868524511233	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
antisemitism	1021208979513454597	1.4148287487	.0006828637	.0004826476	19	27824	21	43510
PRRRRRRover	1021208979513454597	.7818787201	.0000718803	.0000919328	2	27824	4	43510
WomensHistoryMonth	1021208979513454597	.6081279097	.0002515813	.0004136980	7	27824	18	43510
KetanjiBrownJackson	1021382089059590144	1.0425052841	.0005750431	.0005515973	16	27824	24	43510
MitchPlease	1021382089059590144	.4170020985	.0005750431	.0013789933	16	27824	60	43510
"France,DebatMacronLePen,Presidentielles2022"	1022257111621926913	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"France,Macron,Pécresse,Macron,Zemmour,Macron,LePen"	1022257111621926913	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Peru	1022257111621926913	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
"Sweden,Ukraine"	1022257111621926913	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
UN	1022257111621926913	1.3900067198	.0002875215	.0002068490	8	27824	9	43510
"USA,Ukraine"	1022257111621926913	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
Corsica	1024435689683861506	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Russia,Ukraine"	1024435689683861506	1.4400073146	.0046003450	.0031946678	128	27824	139	43510
Ukraine	1024435689683861506	1.2455137874	.0277098907	.0222477591	771	27824	968	43510
"ArmUkraineNow,StandWithUkraine,roshel"	1024584285620236288	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"StopRussia,PutinIsaWarCriminal"	1024584285620236288	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Ukraine,Russian_aggression"	1024584285620236288	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
JohnsonOut	1026756113973354496	.9228735289	.0012938470	.0014019765	36	27824	61	43510
"JohnsonOut,JohnsonOut"	1026756113973354496	.3127507807	.0000359401	.0001149161	1	27824	5	43510
"JohnsonOut,JohnsonOut,JohnsonOut"	1026756113973354496	1.1728186240	.0001078205	.0000919328	3	27824	4	43510
Partygate	1026756113973354496	1.0688978118	.0019407705	.0018156745	54	27824	79	43510
"Partygate,JohnsonOut"	1026756113973354496	.7818776323	.0000359401	.0000459664	1	27824	2	43510
